"","TRAP","Source","Type","LU_Around","LU_Top","Date","DiameterMax","DiameterMin","HeightMax","Condition","PrincipalSourceOfImpact","TopoID","Note","X","Y","OBJECTID","geometry"
"404",9407,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-07,"35",20,"2","5","Construction",200120,NA,442620.1702,4695457.6081,15,c(442620.1702, 4695457.6081)
"405",9409,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-07,"30",30,"2","2","Agriculture",200020,NA,454596.0148,4707387.6436,15,c(454596.0148, 4707387.6436)
"406",9410,"Survey","Burial Mound","Pasture","Pasture",2010-11-07,"10",25,"3.5","5","Looting",0,NA,453815.2735,4706834.5833,15,c(453815.2735, 4706834.5833)
"407",9411,"Survey","Burial Mound","Scrub","Scrub",2010-11-07,"15",15,"1.5","2","Nodata",200016,NA,453727.1017,4706736.7735,15,c(453727.1017, 4706736.7735)
"408",9412,"Survey","Burial Mound","Scrub","Pasture",2010-11-07,"25",25,"3.5","2","Nodata",0,NA,453675.8175,4706725.3918,15,c(453675.8175, 4706725.3918)
"409",9413,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-07,"20",20,"3","1","None",200021,NA,453820.5408,4707102.9986,15,c(453820.5408, 4707102.9986)
"410",9414,"Survey","Burial Mound","Pasture","Pasture",2010-11-07,"15",15,"1","1","None",0,NA,453842.2872,4707128.183,15,c(453842.2872, 4707128.183)
"411",9415,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"25",25,"1","5","Agriculture",200024,NA,453042.7758,4705682.3939,15,c(453042.7758, 4705682.3939)
"412",9416,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"20",20,"2","3","Agriculture",200018,NA,452999.1197,4707739.1148,15,c(452999.1197, 4707739.1148)
"413",9417,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-07,"15",15,"2","4","Looting",200019,NA,452996.9503,4707823.482,15,c(452996.9503, 4707823.482)
"414",9418,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-07,"50",50,"6","2","Looting",200025,NA,455169.225,4708542.0055,15,c(455169.225, 4708542.0055)
"415",9419,"Legacy verification","Burial Mound","Annual agriculture","Scrub",2010-11-07,"25",25,"4.5","2","Nodata",200097,NA,455387.4026,4708062.5047,15,c(455387.4026, 4708062.5047)
"416",9420,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-07,"30",30,"3.5","1","Nodata",200098,NA,456123.5601,4708227.2726,15,c(456123.5601, 4708227.2726)
"417",9421,"Survey","Burial Mound","Pasture","Pasture",2010-11-07,"15",15,"1","1","None",0,NA,456174.7316,4708263.7649,15,c(456174.7316, 4708263.7649)
"418",9422,"Survey","Uncertain Mound","Pasture","Pasture",2010-11-07,"15",15,"1","1","Looting",0,NA,456137.407,4708284.68,15,c(456137.407, 4708284.68)
"419",9423,"Legacy verification","Burial Mound","Annual agriculture","Pasture",2010-11-07,"60",60,"12","1","Nodata",200099,NA,456857.7268,4707887.0399,15,c(456857.7268, 4707887.0399)
"420",9424,"Survey","Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"10",10,"2 acc to topomap","5","Nodata",200092,NA,457717.0106,4708448.1471,15,c(457717.0106, 4708448.1471)
"421",9425,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"20",20,"0.5","5","Agriculture",200093,NA,457781.6624,4708451.2914,15,c(457781.6624, 4708451.2914)
"422",9426,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-07,"40",40,"0.7","5","Agriculture",200091,NA,457716.5261,4708575.6075,15,c(457716.5261, 4708575.6075)
"423",9427,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-08,"23",23,"3 acc to topomap","6","Agriculture",200084,NA,457299.0553,4710154.2866,15,c(457299.0553, 4710154.2866)
"424",9428,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",2010-11-08,NA,NA,NA,"6","Agriculture",200085,"Highway",457213.1636,4710086.421,15,c(457213.1636, 4710086.421)
"425",9430,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-10,"10",10,"2?3? acc to atlas","5","Looting",200080,NA,455447.0054,4711056.8619,15,c(455447.0054, 4711056.8619)
"426",9431,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-10,"20",20,"2","5","Looting",200029,NA,455348.259,4711124.5897,15,c(455348.259, 4711124.5897)
"427",9442,"Legacy verification","Burial Mound","Forest","Scrub",NA,"40",40,"1.5","2","Looting",200527,NA,460365.1256,4670853.4936,15,c(460365.1256, 4670853.4936)
"428",9443,"Legacy verification","Burial Mound","Forest","Scrub",2010-11-17,"25",25,"2","3","Looting",0,NA,460320.6788,4671012.1913,15,c(460320.6788, 4671012.1913)
"429",9444,"Legacy verification","Burial Mound","Pasture","Scrub",2010-11-17,"40",40,"2","2","Looting",0,NA,460322.131,4671060.1137,15,c(460322.131, 4671060.1137)
"430",9445,"Legacy verification","Burial Mound","Pasture","Scrub",NA,"20",20,"1.5","4","Agriculture",200526,NA,460109.413,4672626.8813,15,c(460109.413, 4672626.8813)
"431",9446,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"40",40,"5","2","Looting",200525,NA,460230.4977,4672819.714,15,c(460230.4977, 4672819.714)
"432",9447,"Survey","Burial Mound","Annual agriculture","Scrub",2010-11-17,"25",25,"0.5","5","Agriculture",0,NA,460175.5558,4672780.8638,15,c(460175.5558, 4672780.8638)
"433",9448,"Legacy verification","Burial Mound","Pasture","Scrub",NA,"20",20,"2","4","Looting",200521,NA,459959.414,4675257.3849,15,c(459959.414, 4675257.3849)
"434",9449,"Survey","Uncertain Mound","Pasture","Scrub",NA,"20",20,"2","1","Construction (military activity)",0,NA,459955.3999,4675285.9984,15,c(459955.3999, 4675285.9984)
"435",9450,"Legacy verification","Burial Mound","Pasture","Scrub",NA,"25",25,"2","3","Looting",200520,NA,459966.1385,4675327.3747,15,c(459966.1385, 4675327.3747)
"436",9451,"Survey","Burial Mound","Pasture","Scrub",NA,"20",20,"1","5","Looting",0,NA,459745.4514,4676409.9682,15,c(459745.4514, 4676409.9682)
"437",9339,"Legacy verification","Burial Mound","Pasture","Pasture",2010-11-11,"20",20,"1.5","2","Looting",200129,NA,438907.8976,4689523.7074,15,c(438907.8976, 4689523.7074)
"438",9515,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",42,"1.6","3 - damaged","Agriculture",0,NA,435932.679940897,4694568.70128664,15,c(435932.679940897, 4694568.70128664)
"439",8304,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"13",12,"1.4","3 - damaged","Agriculture",0,NA,438132.379236956,4695137.70726751,15,c(438132.379236956, 4695137.70726751)
"440",8106,"Legacy verification","Burial Mound","Annual agriculture","Perennial agriculture",NA,"55",50,"1.5","3 - damaged","Agriculture",0,NA,438108.26265551,4695541.22891605,15,c(438108.26265551, 4695541.22891605)
"441",8305,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"22",16,"0.7","3 - damaged","Agriculture",0,NA,438030.166406211,4694794.42448928,15,c(438030.166406211, 4694794.42448928)
"442",9516,"Legacy verification","Uncertain Mound","Annual agriculture","Scrub",NA,"14",8,"1","3 - damaged","Agriculture",0,NA,436657.436668412,4695024.03695035,15,c(436657.436668412, 4695024.03695035)
"443",8306,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"22",7,"1","4 - seriously damaged","Agriculture",0,NA,438062.16681614,4694737.61948699,15,c(438062.16681614, 4694737.61948699)
"444",8107,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"20",11,"0.3","4 - seriously damaged","Looting",0,NA,433295.180273431,4693179.96199345,15,c(433295.180273431, 4693179.96199345)
"445",8109,"Survey","Extinct Burial Mound","Annual agriculture","Scrub",NA,"20",12,"0.2","5 - extinct or near extinct","Looting",0,NA,433034.926041051,4693185.70778411,15,c(433034.926041051, 4693185.70778411)
"446",8307,"Legacy verification","Extinct Burial Mound","Other","Other",NA,"35",30,"0.5","5 - extinct or near extinct","Agriculture",0,NA,437883.161346582,4693440.65199043,15,c(437883.161346582, 4693440.65199043)
"447",8308,"Survey","Uncertain Mound","Other","Other",NA,"15",12,"0.5","5 - extinct or near extinct","Agriculture",0,NA,437886.165769482,4693315.58741853,15,c(437886.165769482, 4693315.58741853)
"448",8309,"Legacy verification","Burial Mound","Annual agriculture","Scrub",NA,"18",10,"1","5 - extinct or near extinct","Looting",0,NA,437586.877653135,4693566.32751832,15,c(437586.877653135, 4693566.32751832)
"449",8110,"Survey","Burial Mound","Annual agriculture","Annual agriculture",NA,"35",40,"1.8","3 - damaged","Agriculture",0,NA,433010.425399184,4694364.92937436,15,c(433010.425399184, 4694364.92937436)
"450",8310,"Survey","Uncertain Mound","Annual agriculture","Scrub",NA,"25",25,"1","4 - seriously damaged","Excavation",0,NA,437571.181337921,4693753.28955953,15,c(437571.181337921, 4693753.28955953)
"451",8311,"Survey","Uncertain Mound","Annual agriculture","Scrub",NA,"20",19,"0.3","5 - extinct or near extinct","Other",0,NA,437494.8193013,4693596.08268652,15,c(437494.8193013, 4693596.08268652)
"452",8312,"Survey","Uncertain Mound","Annual agriculture","Scrub",NA,"10",8,"0.4","5 - extinct or near extinct","Agriculture",0,NA,437513.541539351,4693534.60566349,15,c(437513.541539351, 4693534.60566349)
"453",8313,"Survey","Uncertain Mound","Annual agriculture","Scrub",NA,"16",13,"1.2","5 - extinct or near extinct","Agriculture",0,NA,437417.941244897,4693528.77983747,15,c(437417.941244897, 4693528.77983747)
"454",8314,"Survey","Uncertain Mound","Annual agriculture","Scrub",NA,"22",15,"0.5","5 - extinct or near extinct","Agriculture",0,NA,437589.522876565,4693356.12789845,15,c(437589.522876565, 4693356.12789845)
"455",8315,"Survey","Uncertain Mound","Annual agriculture","Scrub",NA,"25",19,"0.5","5 - extinct or near extinct","Agriculture",0,NA,437667.362222117,4693201.3217767,15,c(437667.362222117, 4693201.3217767)
"456",8316,"Legacy verification","Burial Mound","Perennial agriculture","Scrub",NA,"25",20,"2.3","2 - minor damage","Looting",0,NA,437123.29200531,4692462.21018053,15,c(437123.29200531, 4692462.21018053)
"457",8317,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"36",NA,"3","4 - seriously damaged","Looting",0,NA,436784.677778048,4692766.16234166,15,c(436784.677778048, 4692766.16234166)
"458",8318,"Survey","Uncertain Mound","Scrub","Other",NA,"10",8,"0.5","5 - extinct or near extinct","Other",0,NA,436890.040244175,4693153.66779852,15,c(436890.040244175, 4693153.66779852)
"459",8319,"Legacy verification","Burial Mound","Scrub","Scrub",NA,"16",11,"1.7","4 - seriously damaged","Looting",0,NA,436708.7449539,4693399.34250233,15,c(436708.7449539, 4693399.34250233)
"460",9528,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"40",35,"1.9","2 - minor damage","Looting",0,NA,433954.321312134,4695330.4277156,15,c(433954.321312134, 4695330.4277156)
"461",9529,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",25,"1.9","4 - seriously damaged","Looting",0,NA,434040.764430226,4695320.67887388,15,c(434040.764430226, 4695320.67887388)
"462",8320,"Survey","Uncertain Mound","Scrub","Scrub",NA,"16",9,"0.4","5 - extinct or near extinct","Excavation",0,NA,436534.358858272,4693640.48882169,15,c(436534.358858272, 4693640.48882169)
"463",9530,"Legacy verification","Burial Mound","Annual agriculture","Pasture",NA,"42",40,"4","4 - seriously damaged","Looting",0,NA,434095.415648804,4695074.73375842,15,c(434095.415648804, 4695074.73375842)
"464",8321,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"23",20,"2.2","2 - minor damage","Excavation",0,NA,436406.318486474,4693664.51299218,15,c(436406.318486474, 4693664.51299218)
"465",8117,"Legacy verification","Extinct Burial Mound","Annual agriculture","Pasture",NA,"15",5,"0","5 - extinct or near extinct","Agriculture",0,NA,433441.645922534,4692413.1493224,15,c(433441.645922534, 4692413.1493224)
"466",8322,"Survey","Uncertain Mound","Annual agriculture","Other",NA,"9",6,"0.4","5 - extinct or near extinct","Excavation",0,NA,436469.487498222,4693715.30685107,15,c(436469.487498222, 4693715.30685107)
"467",9531,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"19",16,"0.8","3 - damaged","Looting",0,NA,434617.541516941,4694700.19998576,15,c(434617.541516941, 4694700.19998576)
"468",8323,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"30",25,"1.4","5 - extinct or near extinct","Agriculture",0,NA,435565.534913532,4692747.98804523,15,c(435565.534913532, 4692747.98804523)
"469",8324,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",20,"0.8","5 - extinct or near extinct","Agriculture",0,NA,434666.707381169,4692652.89251319,15,c(434666.707381169, 4692652.89251319)
"470",8325,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"28",25,"1.5","3 - damaged","Agriculture",0,NA,437439.569977168,4688625.22184124,15,c(437439.569977168, 4688625.22184124)
"471",8326,"Legacy verification","Surface Scatter","Annual agriculture","Scrub",NA,"150",NA,"0.5","5 - extinct or near extinct","Excavation",0,NA,437662.064451994,4688741.52498667,15,c(437662.064451994, 4688741.52498667)
"472",8327,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"20",NA,"0.5","5 - extinct or near extinct","Agriculture",0,NA,437680.928206815,4689019.26367467,15,c(437680.928206815, 4689019.26367467)
"473",8328,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",NA,"1","4 - seriously damaged","Agriculture",0,NA,437685.93528397,4689086.19281625,15,c(437685.93528397, 4689086.19281625)
"474",8329,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"25",20,"0.5","5 - extinct or near extinct","Agriculture",0,NA,437572.637923229,4689038.30728326,15,c(437572.637923229, 4689038.30728326)
"475",8330,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"23",NA,"0.8","4 - seriously damaged","Agriculture",0,NA,437652.388462734,4688973.36719436,15,c(437652.388462734, 4688973.36719436)
"476",8331,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"20",18,"0.8","4 - seriously damaged","Agriculture",0,NA,437948.823109623,4689129.5174506,15,c(437948.823109623, 4689129.5174506)
"477",8332,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"15",NA,"0.6","5 - extinct or near extinct","Agriculture",0,NA,437927.475553853,4689162.91470726,15,c(437927.475553853, 4689162.91470726)
"478",8333,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"10",NA,"0.1","5 - extinct or near extinct","Agriculture",0,NA,437949.56925626,4689181.10693531,15,c(437949.56925626, 4689181.10693531)
"479",8334,"Legacy verification","Extinct Burial Mound","Annual agriculture","Annual agriculture",NA,"7",4,"0","5 - extinct or near extinct","Agriculture",0,NA,437966.492341482,4689190.14158888,15,c(437966.492341482, 4689190.14158888)
"480",8335,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"40",NA,"2.4","3 - damaged","Agriculture",0,NA,438052.788100492,4689350.87100044,15,c(438052.788100492, 4689350.87100044)
"481",8336,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"20",18,"0.8","4 - seriously damaged","Agriculture",0,NA,438113.881909098,4689384.72717871,15,c(438113.881909098, 4689384.72717871)
"482",8337,"Legacy verification","Uncertain Mound","Annual agriculture","Annual agriculture",NA,"40",NA,"0.7","5 - extinct or near extinct","Agriculture",0,NA,438110.141741996,4689427.22506577,15,c(438110.141741996, 4689427.22506577)
"483",8345,"Legacy verification","Extinct Burial Mound","Other","Other",NA,"0",NA,"0","5 - extinct or near extinct","Excavation",200225,NA,464735.884963815,4706955.81071818,15,c(464735.884963815, 4706955.81071818)
"484",8346,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"21",16,"1","2 - minor damage","Post-depositional",0,NA,464400.298159229,4706953.66700451,15,c(464400.298159229, 4706953.66700451)
"485",8129,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",30,"4","3 - damaged","Looting",0,NA,471939.424855403,4697272.0094413,15,c(471939.424855403, 4697272.0094413)
"486",8347,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"17",NA,"1.2","1 - pristine","Post-depositional",0,NA,464396.775693005,4706973.29725306,15,c(464396.775693005, 4706973.29725306)
"487",8348,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"15",NA,"1.5","2 - minor damage","Looting",0,NA,464347.731744206,4706939.32830946,15,c(464347.731744206, 4706939.32830946)
"488",8130,"Survey","Burial Mound","Pasture","Pasture",NA,"35",30,"2.5","3 - damaged","Looting",0,NA,471963.125371904,4697248.17967278,15,c(471963.125371904, 4697248.17967278)
"489",8349,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"17",NA,"1.75","2 - minor damage","Looting",0,NA,464358.709636903,4706918.81262963,15,c(464358.709636903, 4706918.81262963)
"490",8350,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"18",NA,"1.2","2 - minor damage","Post-depositional",0,NA,464228.70833061,4706942.17942289,15,c(464228.70833061, 4706942.17942289)
"491",8131,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"30",25,"1.8","4 - seriously damaged","Looting",0,NA,472316.406278832,4697556.61874475,15,c(472316.406278832, 4697556.61874475)
"492",8351,"Legacy verification","Burial Mound","Scrub","Pasture",NA,"30",NA,"3","2 - minor damage","Post-depositional",0,NA,463287.503257481,4706767.00654488,15,c(463287.503257481, 4706767.00654488)
"493",8132,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"35",35,"4.5","2 - minor damage","Construction",0,NA,472336.238572026,4697783.94389548,15,c(472336.238572026, 4697783.94389548)
"494",8133,"Legacy verification","Burial Mound","Other","Other",NA,"45",40,"1","2 - minor damage","Other",0,NA,471644.857450414,4696815.33675706,15,c(471644.857450414, 4696815.33675706)
"495",8352,"Legacy verification","Burial Mound","Annual agriculture","Annual agriculture",NA,"24",NA,"1.3","2 - minor damage","Agriculture",0,NA,462164.67552406,4705897.80186553,15,c(462164.67552406, 4705897.80186553)
"496",8134,"Legacy verification","Burial Mound","Pasture","Pasture",NA,"35",30,"1.8","3 - damaged","Looting",0,NA,471046.85035298,4697929.1934736,15,c(471046.85035298, 4697929.1934736)
